AnonID,QueryTime,Query,Query_right,category
1789603,2006-05-30T15:56:33.000000,pussy,pussy,adult_sexual
1789603,2006-05-30T15:56:20.000000,pussy,pussy,adult_sexual
1789603,2006-05-30T14:36:03.000000,animal sex,animal sex,adult_sexual
1789603,2006-05-30T14:36:03.000000,animal sex,animal sex,adult_sexual
1789603,2006-05-30T14:35:43.000000,animal sex,animal sex,adult_sexual
1789603,2006-05-30T14:35:43.000000,animal sex,animal sex,adult_sexual
1789603,2006-05-30T14:35:26.000000,animal sex,animal sex,adult_sexual
1789603,2006-05-30T14:34:59.000000,sex,sex,adult_sexual
1789603,2006-05-27T17:33:23.000000,virgina beach hotels,virgina beach hotels,travel_tourism
1789603,2006-05-27T15:14:59.000000,sex with a dog,sex with a dog,adult_sexual
1789603,2006-05-27T15:14:59.000000,sex with a dog,sex with a dog,adult_sexual
1789603,2006-05-27T15:14:59.000000,sex with a dog,sex with a dog,adult_sexual
1789603,2006-05-27T15:14:59.000000,sex with a dog,sex with a dog,adult_sexual
1789603,2006-05-27T15:14:47.000000,animal sex,animal sex,adult_sexual
1789603,2006-05-27T15:14:01.000000,animal sex,animal sex,adult_sexual
1789603,2006-05-27T15:14:01.000000,animal sex,animal sex,adult_sexual
1789603,2006-05-27T15:13:56.000000,animal sex,animal sex,adult_sexual
1789603,2006-05-27T15:04:19.000000,google,google,technology_computers
1789603,2006-05-10T08:54:22.000000,om,om,other
1789603,2006-04-22T22:11:36.000000,madthumbs.com,madthumbs.com,url_navigation
1789603,2006-04-22T22:09:29.000000,bs.comhttp,bs.comhttp,other
1789603,2006-04-20T21:10:21.000000,virgina beach hotels,virgina beach hotels,travel_tourism
1789603,2006-04-17T22:15:37.000000,privacy preferences,privacy preferences,other
1789603,2006-04-17T22:15:21.000000,privacy preferances,privacy preferances,other
1789603,2006-04-13T18:25:39.000000,arkpimpinhttp,arkpimpinhttp,other
1789603,2006-04-13T18:05:51.000000,www.myspace.co9m,www.myspace.co9m,technology_computers
1789603,2006-04-12T21:57:38.000000,www.myspace.co9m,www.myspace.co9m,technology_computers
1789603,2006-04-11T17:03:59.000000,shout.pixelbee.net,shout.pixelbee.net,url_navigation
1789603,2006-04-02T21:55:45.000000,chevy camaro values,chevy camaro values,automotive
1789603,2006-04-02T21:53:57.000000,www.kbb.com,www.kbb.com,automotive
1789603,2006-04-02T21:53:36.000000,www.kkb.com,www.kkb.com,url_navigation
1789603,2006-03-16T15:46:54.000000,www.rock-stappsexvideo,www.rock-stappsexvideo,url_navigation
1789603,2006-03-14T21:41:44.000000,www.busmceroticteens.com,www.busmceroticteens.com,url_navigation
1789603,2006-03-14T21:41:31.000000,www.busmiceroticteens.com,www.busmiceroticteens.com,url_navigation
1789603,2006-03-14T15:21:59.000000,mom stop sex video,mom stop sex video,adult_sexual
1789603,2006-03-14T15:21:29.000000,www.rock-stapp sex video,www.rock-stapp sex video,adult_sexual
1789603,2006-03-13T19:22:06.000000,www myspace.com,www myspace.com,technology_computers
1789603,2006-03-13T19:22:06.000000,www myspace.com,www myspace.com,technology_computers
1789603,2006-03-13T19:22:06.000000,www myspace.com,www myspace.com,technology_computers
1789603,2006-03-13T18:26:49.000000,www.mojomastergames.com,www.mojomastergames.com,url_navigation
1789603,2006-03-13T18:26:01.000000,www.mojomaster.com,www.mojomaster.com,url_navigation
1789603,2006-03-13T18:25:18.000000,www.mojo aster.com,www.mojo aster.com,url_navigation
1789603,2006-03-05T04:37:40.000000,elliottinthemorning.com,elliottinthemorning.com,url_navigation
1789603,2006-03-05T04:37:16.000000,eitm.com,eitm.com,url_navigation
1789603,2006-03-05T04:36:56.000000,eitm.com,eitm.com,url_navigation
1789603,2006-03-05T04:36:42.000000,eitm com,eitm com,other
1789603,2006-03-05T04:34:28.000000,www.elliotinthemorning.com,www.elliotinthemorning.com,url_navigation
1789603,2006-03-05T04:33:57.000000,www.elliotinthemorning.com,www.elliotinthemorning.com,url_navigation
1789603,2006-03-05T04:33:12.000000,www.elliotinthemorning.com,www.elliotinthemorning.com,url_navigation
1789603,2006-03-05T04:32:42.000000,eitm.com,eitm.com,url_navigation
1789603,2006-03-05T04:32:12.000000,www.elliotinthemorning.com,www.elliotinthemorning.com,url_navigation
1789603,2006-03-05T04:31:51.000000,elliotinthemorning.com,elliotinthemorning.com,url_navigation
1789603,2006-03-05T04:30:06.000000,eitm.com,eitm.com,url_navigation
1789603,2006-03-05T04:29:45.000000,kid rock-scott stapp's non-'brokeback' sex tape,kid rock-scott stapp's non-'brokeback' sex tape,adult_sexual
1789603,2006-03-05T04:27:32.000000,rock-stapp sex video,rock-stapp sex video,adult_sexual
1789603,2006-03-05T04:27:32.000000,rock-stapp sex video,rock-stapp sex video,adult_sexual
1789603,2006-03-05T03:19:30.000000,www.myspace.com,www.myspace.com,technology_computers
1789603,2006-03-05T03:19:08.000000,www.my,www.my,url_navigation
1789603,2006-03-05T02:58:13.000000,whalen jennings tabs,whalen jennings tabs,other
1789603,2006-03-04T01:08:39.000000,www.mywww my,www.mywww my,url_navigation
1789603,2006-03-04T01:08:17.000000,www my,www my,other
1789603,2006-03-04T00:53:33.000000,www my,www my,other
1789603,2006-03-03T16:49:08.000000,www.my,www.my,url_navigation
1789603,2006-03-02T11:58:19.000000,www.walmart .com,www.walmart .com,shopping_ecommerce
1789603,2006-03-01T15:28:23.000000,pussy,pussy,adult_sexual
