AnonID,QueryTime,Query,Query_right,category
205414,2006-05-31T19:31:17.000000,-,-,other
205414,2006-05-31T19:22:34.000000,-,-,other
205414,2006-05-31T19:22:34.000000,-,-,other
205414,2006-05-31T19:22:34.000000,-,-,other
205414,2006-05-31T19:22:34.000000,-,-,other
205414,2006-05-31T19:14:49.000000,-,-,other
205414,2006-05-31T19:14:49.000000,-,-,other
205414,2006-05-31T19:07:25.000000,-,-,other
205414,2006-05-31T19:06:44.000000,-,-,other
205414,2006-05-31T19:04:33.000000,-,-,other
205414,2006-05-31T19:02:25.000000,-,-,other
205414,2006-05-31T19:01:59.000000,-,-,other
205414,2006-05-31T19:01:53.000000,-,-,other
205414,2006-05-31T19:01:25.000000,-,-,other
205414,2006-05-31T18:57:23.000000,www.cameltoe.org,www.cameltoe.org,url_navigation
205414,2006-05-31T18:50:57.000000,cameltoes,cameltoes,other
205414,2006-05-31T18:50:55.000000,cameltoes,cameltoes,other
205414,2006-05-31T18:50:54.000000,cameltoes,cameltoes,other
205414,2006-05-31T18:50:53.000000,cameltoes,cameltoes,other
205414,2006-05-31T18:50:51.000000,cameltoes,cameltoes,other
205414,2006-05-31T18:50:10.000000,-,-,other
205414,2006-05-31T07:51:34.000000,grannyporn,grannyporn,other
205414,2006-05-31T07:48:22.000000,grannyporn,grannyporn,other
205414,2006-05-31T07:45:27.000000,granny,granny,other
205414,2006-05-31T07:45:27.000000,granny,granny,other
205414,2006-05-31T07:45:25.000000,granny,granny,other
205414,2006-05-31T07:44:43.000000,granny,granny,other
205414,2006-05-31T07:36:23.000000,boobs,boobs,adult_sexual
205414,2006-05-31T07:36:23.000000,boobs,boobs,adult_sexual
205414,2006-05-31T07:36:22.000000,boobs,boobs,adult_sexual
205414,2006-05-31T07:36:19.000000,boobs,boobs,adult_sexual
205414,2006-05-31T07:29:47.000000,boobs,boobs,adult_sexual
205414,2006-05-31T07:29:47.000000,boobs,boobs,adult_sexual
205414,2006-05-31T07:29:47.000000,boobs,boobs,adult_sexual
205414,2006-05-31T07:28:46.000000,wild,wild,other
205414,2006-05-31T07:28:18.000000,wild,wild,other
205414,2006-05-31T07:27:48.000000,wild,wild,other
205414,2006-05-31T07:26:30.000000,wild,wild,other
205414,2006-05-31T07:25:49.000000,wild,wild,other
205414,2006-05-31T07:22:54.000000,wild,wild,other
205414,2006-05-31T07:21:40.000000,adore,adore,other
205414,2006-05-31T07:21:38.000000,adore,adore,other
205414,2006-05-31T07:13:47.000000,adore,adore,other
205414,2006-05-31T07:13:44.000000,adore,adore,other
205414,2006-05-31T07:12:44.000000,adore,adore,other
205414,2006-05-31T07:12:10.000000,adore,adore,other
205414,2006-05-31T07:09:43.000000,adore,adore,other
205414,2006-05-31T07:06:30.000000,adore,adore,other
205414,2006-05-31T07:05:30.000000,adore,adore,other
205414,2006-05-31T07:05:26.000000,adore,adore,other
205414,2006-05-31T07:04:20.000000,adore,adore,other
205414,2006-05-31T07:03:08.000000,see,see,other
205414,2006-05-31T07:02:06.000000,see,see,other
205414,2006-05-31T07:02:03.000000,see,see,other
205414,2006-05-31T07:00:33.000000,see,see,other
205414,2006-05-31T06:59:40.000000,see,see,other
205414,2006-05-31T06:59:37.000000,see,see,other
205414,2006-05-31T06:58:20.000000,see,see,other
205414,2006-05-31T06:57:23.000000,action,action,other
205414,2006-05-31T06:57:20.000000,action,action,other
205414,2006-05-31T06:56:39.000000,action,action,other
205414,2006-05-31T06:55:44.000000,action,action,other
205414,2006-05-31T06:55:40.000000,action,action,other
205414,2006-05-31T06:54:38.000000,action,action,other
205414,2006-05-31T06:54:36.000000,action,action,other
205414,2006-05-31T06:54:32.000000,action,action,other
205414,2006-05-31T06:53:37.000000,action,action,other
205414,2006-05-31T06:53:30.000000,action,action,other
205414,2006-05-31T06:52:00.000000,action,action,other
205414,2006-05-31T06:51:57.000000,action,action,other
205414,2006-05-31T06:50:47.000000,action,action,other
205414,2006-05-31T06:50:00.000000,action,action,other
205414,2006-05-31T06:46:22.000000,action,action,other
205414,2006-05-30T07:13:16.000000,surprisesites,surprisesites,other
205414,2006-05-30T07:12:13.000000,no doubt,no doubt,other
205414,2006-05-30T07:12:11.000000,no doubt,no doubt,other
205414,2006-05-30T07:11:30.000000,no doubt,no doubt,other
205414,2006-05-30T07:10:44.000000,graphic,graphic,other
205414,2006-05-30T07:10:43.000000,graphic,graphic,other
205414,2006-05-30T07:09:43.000000,graphic,graphic,other
205414,2006-05-30T07:08:05.000000,stiff,stiff,other
205414,2006-05-30T07:06:59.000000,stiff,stiff,other
205414,2006-05-30T07:06:57.000000,stiff,stiff,other
205414,2006-05-30T07:04:06.000000,stiff,stiff,other
205414,2006-05-30T07:04:05.000000,stiff,stiff,other
205414,2006-05-30T07:03:01.000000,stiff,stiff,other
205414,2006-05-30T07:00:59.000000,rigid,rigid,other
205414,2006-05-30T06:58:36.000000,tusk,tusk,other
205414,2006-05-30T06:57:54.000000,loosen,loosen,other
205414,2006-05-30T06:56:52.000000,useitorloseit,useitorloseit,other
205414,2006-05-30T06:56:50.000000,useitorloseit,useitorloseit,other
205414,2006-05-30T06:55:47.000000,useitorloseit,useitorloseit,other
205414,2006-05-30T06:55:45.000000,useitorloseit,useitorloseit,other
205414,2006-05-30T06:53:20.000000,useitorloseit,useitorloseit,other
205414,2006-05-30T06:42:21.000000,sept morn,sept morn,other
205414,2006-05-30T06:39:41.000000,sept morn,sept morn,other
205414,2006-05-30T06:38:53.000000,usa canada,usa canada,other
205414,2006-05-30T06:38:15.000000,1stspecialserviceforce,1stspecialserviceforce,other
205414,2006-05-30T06:27:45.000000,1st ranger btn,1st ranger btn,sports
205414,2006-05-30T06:25:05.000000,tasty,tasty,other
205414,2006-05-30T06:23:45.000000,sysop,sysop,other
205414,2006-05-30T06:22:44.000000,catfur,catfur,other
205414,2006-05-30T06:21:39.000000,catfur,catfur,other
205414,2006-05-30T06:21:38.000000,catfur,catfur,other
205414,2006-05-30T06:20:55.000000,catfur,catfur,other
205414,2006-05-30T06:20:14.000000,dilly,dilly,other
205414,2006-05-30T06:18:33.000000,dilly,dilly,other
205414,2006-05-30T06:17:21.000000,dilly,dilly,other
205414,2006-05-30T06:16:54.000000,shesadilly,shesadilly,other
205414,2006-05-30T06:14:15.000000,chess,chess,other
205414,2006-05-29T15:08:05.000000,notcamerashy,notcamerashy,other
205414,2006-05-29T15:08:05.000000,notcamerashy,notcamerashy,other
205414,2006-05-29T15:08:02.000000,notcamerashy,notcamerashy,other
205414,2006-05-29T15:08:01.000000,notcamerashy,notcamerashy,other
205414,2006-05-29T15:01:22.000000,notcamerashy,notcamerashy,other
205414,2006-05-29T15:01:22.000000,notcamerashy,notcamerashy,other
205414,2006-05-29T14:59:27.000000,notshy,notshy,other
205414,2006-05-29T14:59:25.000000,notshy,notshy,other
205414,2006-05-29T14:58:29.000000,notshy,notshy,other
205414,2006-05-29T14:57:49.000000,bigblack,bigblack,other
205414,2006-05-29T14:57:48.000000,bigblack,bigblack,other
205414,2006-05-29T14:56:47.000000,bigblack,bigblack,other
205414,2006-05-29T14:56:46.000000,bigblack,bigblack,other
205414,2006-05-29T14:56:44.000000,bigblack,bigblack,other
205414,2006-05-29T14:56:20.000000,bigblack,bigblack,other
205414,2006-05-29T14:55:11.000000,bigblack,bigblack,other
205414,2006-05-29T14:55:10.000000,bigblack,bigblack,other
205414,2006-05-29T14:55:09.000000,bigblack,bigblack,other
205414,2006-05-29T14:55:07.000000,bigblack,bigblack,other
205414,2006-05-29T14:54:02.000000,bigblack,bigblack,other
205414,2006-05-29T14:31:38.000000,unaware,unaware,other
205414,2006-05-29T14:31:36.000000,unaware,unaware,other
205414,2006-05-29T14:30:15.000000,unaware,unaware,other
205414,2006-05-29T14:29:17.000000,posed,posed,other
205414,2006-05-29T14:27:59.000000,candid,candid,other
205414,2006-05-29T14:24:47.000000,lookatit,lookatit,other
205414,2006-05-29T14:24:46.000000,lookatit,lookatit,other
205414,2006-05-29T14:24:45.000000,lookatit,lookatit,other
205414,2006-05-29T14:23:35.000000,lookatit,lookatit,other
205414,2006-05-29T14:23:33.000000,lookatit,lookatit,other
205414,2006-05-29T14:23:32.000000,lookatit,lookatit,other
205414,2006-05-29T14:23:31.000000,lookatit,lookatit,other
205414,2006-05-29T14:22:41.000000,lookatit,lookatit,other
205414,2006-05-29T14:22:15.000000,www.ajr.org,www.ajr.org,url_navigation
205414,2006-05-29T14:22:14.000000,www.ajr.org,www.ajr.org,url_navigation
205414,2006-05-29T14:22:13.000000,www.ajr.org,www.ajr.org,url_navigation
205414,2006-05-29T14:22:11.000000,www.ajr.org,www.ajr.org,url_navigation
205414,2006-05-29T14:18:43.000000,www.ajr.org,www.ajr.org,url_navigation
205414,2006-05-29T08:28:53.000000,surprise,surprise,other
205414,2006-05-29T08:27:37.000000,funsites,funsites,other
205414,2006-05-29T08:18:31.000000,funsites,funsites,other
205414,2006-05-29T08:18:31.000000,funsites,funsites,other
205414,2006-05-29T08:16:19.000000,foolin,foolin,other
205414,2006-05-29T08:16:15.000000,foolin,foolin,other
205414,2006-05-29T08:16:15.000000,foolin,foolin,other
205414,2006-05-29T08:16:11.000000,foolin,foolin,other
205414,2006-05-29T08:16:09.000000,foolin,foolin,other
205414,2006-05-29T08:16:07.000000,foolin,foolin,other
205414,2006-05-29T08:15:31.000000,foolin,foolin,other
205414,2006-05-29T08:13:36.000000,whattheysaw,whattheysaw,other
205414,2006-05-29T08:07:58.000000,searchengines,searchengines,other
205414,2006-05-29T08:07:19.000000,indexofsearchengines,indexofsearchengines,other
205414,2006-05-29T08:05:11.000000,phrases,phrases,other
205414,2006-05-29T08:02:00.000000,pleasure,pleasure,other
205414,2006-05-29T08:01:56.000000,pleasure,pleasure,other
205414,2006-05-29T08:00:35.000000,pleasure,pleasure,other
205414,2006-05-29T08:00:31.000000,pleasure,pleasure,other
205414,2006-05-29T07:59:53.000000,pleasure,pleasure,other
205414,2006-05-29T07:57:51.000000,tryanything,tryanything,other
205414,2006-05-29T07:57:50.000000,tryanything,tryanything,other
205414,2006-05-29T07:57:13.000000,tryanything,tryanything,other
205414,2006-05-29T07:54:32.000000,odd hobbies,odd hobbies,other
205414,2006-05-29T07:54:32.000000,odd hobbies,odd hobbies,other
205414,2006-05-29T07:53:56.000000,hiddenfaces,hiddenfaces,other
205414,2006-05-29T07:53:56.000000,hiddenfaces,hiddenfaces,other
205414,2006-05-29T07:53:32.000000,hiddenfaces,hiddenfaces,other
205414,2006-05-29T07:50:48.000000,hiddenfaces,hiddenfaces,other
205414,2006-05-29T07:50:47.000000,hiddenfaces,hiddenfaces,other
205414,2006-05-29T07:50:45.000000,hiddenfaces,hiddenfaces,other
205414,2006-05-29T07:50:07.000000,hiddenfaces,hiddenfaces,other
205414,2006-05-29T07:48:42.000000,thruthewindow,thruthewindow,other
205414,2006-05-29T07:48:40.000000,thruthewindow,thruthewindow,other
205414,2006-05-29T07:48:04.000000,thruthewindow,thruthewindow,other
205414,2006-05-29T07:47:36.000000,playtime,playtime,other
205414,2006-05-29T07:42:47.000000,thruthewindow,thruthewindow,other
205414,2006-05-29T07:42:47.000000,thruthewindow,thruthewindow,other
205414,2006-05-29T07:38:04.000000,playtime,playtime,other
205414,2006-05-29T07:38:02.000000,playtime,playtime,other
205414,2006-05-29T07:37:11.000000,playtime,playtime,other
205414,2006-05-29T07:36:54.000000,playtime,playtime,other
205414,2006-05-29T07:17:09.000000,stock market timing,stock market timing,finance_banking
205414,2006-05-29T07:17:09.000000,stock market timing,stock market timing,finance_banking
205414,2006-05-29T07:16:06.000000,bruce hurst,bruce hurst,other
205414,2006-05-29T07:16:05.000000,bruce hurst,bruce hurst,other
205414,2006-05-29T07:15:01.000000,bruce hurst,bruce hurst,other
205414,2006-05-29T07:14:29.000000,flattedfith,flattedfith,other
205414,2006-05-29T07:14:02.000000,flatedfith,flatedfith,other
205414,2006-05-29T07:12:52.000000,thinkclearly,thinkclearly,other
205414,2006-05-29T07:12:50.000000,thinkclearly,thinkclearly,other
205414,2006-05-29T07:12:49.000000,thinkclearly,thinkclearly,other
205414,2006-05-29T07:07:01.000000,thinkclearly,thinkclearly,other
205414,2006-05-29T07:07:01.000000,thinkclearly,thinkclearly,other
205414,2006-05-29T07:07:00.000000,thinkclearly,thinkclearly,other
