AnonID,QueryTime,Query,Query_right,category
99322,2006-05-30T21:18:06.000000,antique upright yarn winder,antique upright yarn winder,other
99322,2006-05-30T21:05:49.000000,antique upright yarn winder,antique upright yarn winder,other
99322,2006-05-30T21:05:49.000000,antique upright yarn winder,antique upright yarn winder,other
99322,2006-05-30T21:05:49.000000,antique upright yarn winder,antique upright yarn winder,other
99322,2006-05-30T21:05:49.000000,antique upright yarn winder,antique upright yarn winder,other
99322,2006-05-30T21:05:49.000000,antique upright yarn winder,antique upright yarn winder,other
99322,2006-05-30T21:04:41.000000,upright yarn winder,upright yarn winder,other
99322,2006-05-30T17:32:20.000000,power pops,power pops,other
99322,2006-05-30T17:32:20.000000,power pops,power pops,other
99322,2006-05-24T18:29:18.000000,stem cell research,stem cell research,other
99322,2006-05-23T19:38:12.000000,nv,nv,other
99322,2006-05-22T19:15:37.000000,bipolar ii,bipolar ii,health_medical
99322,2006-05-22T19:01:41.000000,bipolar ii,bipolar ii,health_medical
99322,2006-05-22T19:01:41.000000,bipolar ii,bipolar ii,health_medical
99322,2006-05-22T19:01:41.000000,bipolar ii,bipolar ii,health_medical
99322,2006-05-19T16:15:35.000000,bipolar ii,bipolar ii,health_medical
99322,2006-05-19T16:15:35.000000,bipolar ii,bipolar ii,health_medical
99322,2006-05-19T13:46:13.000000,bipolar ii,bipolar ii,health_medical
99322,2006-05-19T13:46:13.000000,bipolar ii,bipolar ii,health_medical
99322,2006-05-14T14:57:06.000000,totem animal paintings,totem animal paintings,other
99322,2006-05-13T09:23:32.000000,paintings of garden ponds,paintings of garden ponds,home_garden_diy
99322,2006-05-13T09:23:32.000000,paintings of garden ponds,paintings of garden ponds,home_garden_diy
99322,2006-05-13T09:23:32.000000,paintings of garden ponds,paintings of garden ponds,home_garden_diy
99322,2006-05-13T09:20:22.000000,photos of garden ponds,photos of garden ponds,home_garden_diy
99322,2006-05-13T09:15:57.000000,photos of birdhouses,photos of birdhouses,other
99322,2006-05-13T09:15:57.000000,photos of birdhouses,photos of birdhouses,other
99322,2006-05-13T09:15:57.000000,photos of birdhouses,photos of birdhouses,other
99322,2006-05-13T09:15:57.000000,photos of birdhouses,photos of birdhouses,other
99322,2006-05-12T20:10:06.000000,job employment in st joseph michigan,job employment in st joseph michigan,employment_jobs
99322,2006-05-12T20:10:06.000000,job employment in st joseph michigan,job employment in st joseph michigan,employment_jobs
99322,2006-05-12T20:09:19.000000,job employment in st joseph michigan,job employment in st joseph michigan,employment_jobs
99322,2006-05-12T20:04:41.000000,job employment in st joseph michigan,job employment in st joseph michigan,employment_jobs
99322,2006-05-12T20:04:41.000000,job employment in st joseph michigan,job employment in st joseph michigan,employment_jobs
99322,2006-05-12T20:04:41.000000,job employment in st joseph michigan,job employment in st joseph michigan,employment_jobs
99322,2006-05-12T20:04:41.000000,job employment in st joseph michigan,job employment in st joseph michigan,employment_jobs
99322,2006-05-12T20:00:21.000000,job employment in st joseph michigan,job employment in st joseph michigan,employment_jobs
99322,2006-05-07T10:45:29.000000,chicagoland tails,chicagoland tails,other
99322,2006-05-06T20:52:19.000000,totem animal paintings,totem animal paintings,other
99322,2006-05-06T20:52:19.000000,totem animal paintings,totem animal paintings,other
99322,2006-05-06T20:52:19.000000,totem animal paintings,totem animal paintings,other
99322,2006-05-06T20:52:19.000000,totem animal paintings,totem animal paintings,other
99322,2006-05-06T17:48:26.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:29:29.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:29:29.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:29:29.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:29:29.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:28:23.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:25:59.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:25:59.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:16:54.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:16:54.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:16:54.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:16:54.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:16:54.000000,healing power of animals,healing power of animals,other
99322,2006-05-06T17:15:05.000000,animal totems,animal totems,other
99322,2006-05-06T16:59:45.000000,animal totems,animal totems,other
99322,2006-05-06T16:59:45.000000,animal totems,animal totems,other
99322,2006-05-06T16:59:45.000000,animal totems,animal totems,other
99322,2006-05-06T16:59:45.000000,animal totems,animal totems,other
99322,2006-05-06T16:59:45.000000,animal totems,animal totems,other
99322,2006-05-06T16:48:58.000000,spiritual animal portraits,spiritual animal portraits,religion_spirituality
99322,2006-05-06T16:48:58.000000,spiritual animal portraits,spiritual animal portraits,religion_spirituality
99322,2006-05-06T16:48:58.000000,spiritual animal portraits,spiritual animal portraits,religion_spirituality
99322,2006-05-06T16:44:12.000000,spiritual animal portraits,spiritual animal portraits,religion_spirituality
99322,2006-05-06T16:44:12.000000,spiritual animal portraits,spiritual animal portraits,religion_spirituality
99322,2006-05-06T16:44:12.000000,spiritual animal portraits,spiritual animal portraits,religion_spirituality
99322,2006-05-06T16:38:19.000000,spiritual animal portraits,spiritual animal portraits,religion_spirituality
99322,2006-05-06T16:38:19.000000,spiritual animal portraits,spiritual animal portraits,religion_spirituality
99322,2006-05-06T16:38:19.000000,spiritual animal portraits,spiritual animal portraits,religion_spirituality
99322,2006-05-06T16:38:19.000000,spiritual animal portraits,spiritual animal portraits,religion_spirituality
99322,2006-05-06T16:26:35.000000,pet portraits,pet portraits,other
99322,2006-05-06T16:26:35.000000,pet portraits,pet portraits,other
99322,2006-05-06T16:26:35.000000,pet portraits,pet portraits,other
99322,2006-05-06T16:26:35.000000,pet portraits,pet portraits,other
99322,2006-05-06T16:26:35.000000,pet portraits,pet portraits,other
99322,2006-05-06T16:26:35.000000,pet portraits,pet portraits,other
99322,2006-05-06T16:26:35.000000,pet portraits,pet portraits,other
99322,2006-05-05T07:29:07.000000,regime change starts at home,regime change starts at home,other
99322,2006-05-05T07:29:07.000000,regime change starts at home,regime change starts at home,other
99322,2006-05-05T07:29:07.000000,regime change starts at home,regime change starts at home,other
99322,2006-05-05T07:22:19.000000,regime change starts at home,regime change starts at home,other
99322,2006-05-05T07:22:19.000000,regime change starts at home,regime change starts at home,other
99322,2006-05-05T07:22:19.000000,regime change starts at home,regime change starts at home,other
99322,2006-05-05T07:22:19.000000,regime change starts at home,regime change starts at home,other
99322,2006-05-05T07:22:19.000000,regime change starts at home,regime change starts at home,other
99322,2006-05-05T07:22:19.000000,regime change starts at home,regime change starts at home,other
99322,2006-05-05T07:22:19.000000,regime change starts at home,regime change starts at home,other
99322,2006-05-03T18:46:53.000000,bipolar parenting,bipolar parenting,health_medical
99322,2006-05-03T18:46:53.000000,bipolar parenting,bipolar parenting,health_medical
99322,2006-05-03T18:46:53.000000,bipolar parenting,bipolar parenting,health_medical
99322,2006-05-03T18:46:53.000000,bipolar parenting,bipolar parenting,health_medical
99322,2006-05-03T18:46:53.000000,bipolar parenting,bipolar parenting,health_medical
99322,2006-05-02T14:27:57.000000,jo duren simpson,jo duren simpson,other
99322,2006-05-02T14:27:35.000000,jo duren simpson,jo duren simpson,other
99322,2006-05-02T14:27:15.000000,jo duren simpson,jo duren simpson,other
99322,2006-05-01T21:59:02.000000,regimine at home,regimine at home,other
99322,2006-04-28T21:15:34.000000,conscious choice,conscious choice,other
99322,2006-04-27T21:04:57.000000,www.passionjunkie.com,www.passionjunkie.com,url_navigation
99322,2006-04-23T09:42:02.000000,antique spinning wheel,antique spinning wheel,other
99322,2006-04-23T09:15:07.000000,antique spinning wheel,antique spinning wheel,other
99322,2006-04-23T09:15:07.000000,antique spinning wheel,antique spinning wheel,other
99322,2006-04-23T09:15:07.000000,antique spinning wheel,antique spinning wheel,other
99322,2006-04-23T09:15:07.000000,antique spinning wheel,antique spinning wheel,other
99322,2006-04-22T08:37:09.000000,dr kim ogden workshop,dr kim ogden workshop,other
99322,2006-04-22T08:34:34.000000,debbie purdy's workshops,debbie purdy's workshops,other
99322,2006-04-22T08:34:17.000000,dbbie purdy's workshops,dbbie purdy's workshops,other
99322,2006-04-18T18:18:27.000000,laura mercier lip gloss,laura mercier lip gloss,other
99322,2006-04-18T18:11:04.000000,dr phil.com,dr phil.com,url_navigation
99322,2006-04-09T18:21:39.000000,exercise for lower back ailments,exercise for lower back ailments,sports
99322,2006-04-09T18:21:39.000000,exercise for lower back ailments,exercise for lower back ailments,sports
99322,2006-04-09T18:19:07.000000,metakids,metakids,other
99322,2006-04-09T18:05:04.000000,metakids,metakids,other
99322,2006-04-09T18:05:04.000000,metakids,metakids,other
99322,2006-04-09T18:05:04.000000,metakids,metakids,other
99322,2006-04-08T17:51:23.000000,bipolar depression in adolecents,bipolar depression in adolecents,health_medical
99322,2006-04-08T17:51:23.000000,bipolar depression in adolecents,bipolar depression in adolecents,health_medical
99322,2006-04-08T17:51:23.000000,bipolar depression in adolecents,bipolar depression in adolecents,health_medical
99322,2006-04-08T12:19:02.000000,support groups for parents wth bipolar child,support groups for parents wth bipolar child,health_medical
99322,2006-04-08T12:17:43.000000,support groups for parents wth bipolar child,support groups for parents wth bipolar child,health_medical
99322,2006-04-07T19:05:46.000000,bio freeze,bio freeze,other
99322,2006-04-06T14:20:32.000000,jobs in dupage county,jobs in dupage county,employment_jobs
99322,2006-04-06T14:18:06.000000,jobs in dupage county,jobs in dupage county,employment_jobs
99322,2006-04-06T14:11:11.000000,mood disorder,mood disorder,health_medical
99322,2006-04-06T14:11:11.000000,mood disorder,mood disorder,health_medical
99322,2006-04-06T14:11:11.000000,mood disorder,mood disorder,health_medical
99322,2006-03-30T16:44:07.000000,copper defiency,copper defiency,other
99322,2006-03-30T16:42:51.000000,copper defiency,copper defiency,other
99322,2006-03-30T16:42:51.000000,copper defiency,copper defiency,other
99322,2006-03-30T16:41:24.000000,copper defiency,copper defiency,other
99322,2006-03-30T16:29:19.000000,zinc defiency,zinc defiency,other
99322,2006-03-30T16:29:19.000000,zinc defiency,zinc defiency,other
99322,2006-03-30T16:29:19.000000,zinc defiency,zinc defiency,other
99322,2006-03-24T17:43:07.000000,kris cromwell,kris cromwell,other
99322,2006-03-24T17:42:26.000000,kris cromwell,kris cromwell,other
99322,2006-03-24T17:36:29.000000,debbie purdy,debbie purdy,other
99322,2006-03-24T17:36:29.000000,debbie purdy,debbie purdy,other
99322,2006-03-24T17:36:29.000000,debbie purdy,debbie purdy,other
99322,2006-03-24T17:35:04.000000,studio painting,studio painting,home_garden_diy
99322,2006-03-24T17:22:51.000000,yoga among friends,yoga among friends,sports
99322,2006-03-24T17:22:51.000000,yoga among friends,yoga among friends,sports
99322,2006-03-24T17:22:51.000000,yoga among friends,yoga among friends,sports
99322,2006-03-21T16:28:24.000000,index.asp,index.asp,other
99322,2006-03-21T16:28:13.000000,admission,admission,education
99322,2006-03-19T21:18:48.000000,white spots on fingernails,white spots on fingernails,other
99322,2006-03-19T21:18:48.000000,white spots on fingernails,white spots on fingernails,other
99322,2006-03-19T18:31:05.000000,pfeiffer treatment center,pfeiffer treatment center,health_medical
99322,2006-03-19T18:31:05.000000,pfeiffer treatment center,pfeiffer treatment center,health_medical
99322,2006-03-19T18:31:05.000000,pfeiffer treatment center,pfeiffer treatment center,health_medical
99322,2006-03-19T18:30:53.000000,pheiffer treatment center,pheiffer treatment center,health_medical
99322,2006-03-19T18:28:56.000000,center in naperville for bio chemical disturbances,center in naperville for bio chemical disturbances,other
99322,2006-03-19T18:27:25.000000,the pheifer center,the pheifer center,other
99322,2006-03-19T18:27:24.000000,the pheifer center,the pheifer center,other
99322,2006-03-19T18:26:54.000000,the pheifer center,the pheifer center,other
99322,2006-03-19T18:26:22.000000,the pheifer center,the pheifer center,other
99322,2006-03-19T18:25:54.000000,the pheifer center,the pheifer center,other
99322,2006-03-19T18:21:56.000000,pheifer center in naperville,pheifer center in naperville,other
99322,2006-03-19T18:21:25.000000,pheifer center in naperville,pheifer center in naperville,other
99322,2006-03-18T17:38:33.000000,cgi 1.ebaycom,cgi 1.ebaycom,other
99322,2006-03-13T18:35:45.000000,symptoms of bipolar,symptoms of bipolar,health_medical
99322,2006-03-13T18:35:45.000000,symptoms of bipolar,symptoms of bipolar,health_medical
99322,2006-03-08T19:07:29.000000,diane's boutique,diane's boutique,other
99322,2006-03-08T19:05:36.000000,diane's boutique,diane's boutique,other
99322,2006-03-08T16:44:00.000000,snoring,snoring,other
99322,2006-03-08T16:44:00.000000,snoring,snoring,other
99322,2006-03-08T16:44:00.000000,snoring,snoring,other
99322,2006-03-08T16:44:00.000000,snoring,snoring,other
99322,2006-03-08T16:44:00.000000,snoring,snoring,other
99322,2006-03-05T08:22:55.000000,instaprint,instaprint,other
99322,2006-03-02T15:37:30.000000,alexander technique,alexander technique,other
99322,2006-03-01T18:46:58.000000,kris cromwell,kris cromwell,other
119972,2006-05-28T13:41:22.000000,monster,monster,employment_jobs
119972,2006-05-28T13:12:20.000000,gmail,gmail,other
119972,2006-05-28T13:10:02.000000,ohio income tax,ohio income tax,finance_banking
119972,2006-05-28T13:06:16.000000,ohio lottery,ohio lottery,other
119972,2006-05-28T13:06:16.000000,ohio lottery,ohio lottery,other
119972,2006-05-23T22:21:18.000000,ohio lottery,ohio lottery,other
119972,2006-05-22T19:57:55.000000,ohio lottery,ohio lottery,other
119972,2006-05-22T19:27:33.000000,apa,apa,other
119972,2006-05-22T19:15:56.000000,survivors of suicide in cleveland oh,survivors of suicide in cleveland oh,health_medical
119972,2006-05-22T19:15:56.000000,survivors of suicide in cleveland oh,survivors of suicide in cleveland oh,health_medical
119972,2006-05-22T19:07:52.000000,metro health,metro health,other
119972,2006-05-22T19:06:47.000000,metro hospital,metro hospital,health_medical
119972,2006-05-22T19:06:08.000000,526 superior ave e 949cleveland ohio 44114 phone 216 771-3968,526 superior ave e 949cleveland ohio 44114 phone 216 771-3968,other
119972,2006-05-22T18:57:45.000000,trauma specialists in cleveland oh,trauma specialists in cleveland oh,other
119972,2006-05-22T18:57:28.000000,trauma spe in cleveland oh,trauma spe in cleveland oh,other
119972,2006-05-22T18:41:16.000000,gmail,gmail,other
119972,2006-05-21T18:04:20.000000,rotten tomatoes,rotten tomatoes,other
119972,2006-05-21T12:11:36.000000,ohio income tax,ohio income tax,finance_banking
119972,2006-05-21T11:37:06.000000,gmail,gmail,other
119972,2006-05-21T11:37:06.000000,gmail,gmail,other
119972,2006-05-21T11:13:48.000000,gmail,gmail,other
119972,2006-05-21T01:17:05.000000,leg cramps while sleeping,leg cramps while sleeping,other
119972,2006-05-21T01:10:36.000000,leg cramps while sleeping,leg cramps while sleeping,other
119972,2006-05-21T01:10:36.000000,leg cramps while sleeping,leg cramps while sleeping,other
119972,2006-05-20T14:00:29.000000,ohio lottery,ohio lottery,other
119972,2006-05-20T13:51:01.000000,gmail,gmail,other
119972,2006-05-16T23:08:09.000000,ohio lottery,ohio lottery,other
119972,2006-05-16T23:04:46.000000,gmail,gmail,other
119972,2006-05-16T22:14:57.000000,bbb,bbb,other
119972,2006-05-14T11:47:19.000000,lexmark ink cartridges,lexmark ink cartridges,other
119972,2006-05-14T01:55:51.000000,gmail,gmail,other
119972,2006-05-13T18:33:52.000000,ohio lottery,ohio lottery,other
119972,2006-05-13T18:29:40.000000,sleep.is,sleep.is,other
119972,2006-05-13T18:00:06.000000,gmail,gmail,other
119972,2006-05-12T21:27:11.000000,gmail,gmail,other
119972,2006-05-12T20:36:46.000000,high levels of prolactin,high levels of prolactin,other
